variant,role,period,signal_date,asset_code,asset_name,exchange,industry_sector,entry_check_date,entry_date,exit_date,ret,pnl_krw,reason,sig_range20,sig_ret60,sig_ma60_dist,exit_mode,exit_max_hold,exit_trend_ma,entry_candle_loc,entry_upper_shadow,entry_body_ret,entry_ma20_dist,entry_vol_exp,entry_trade_amount,next_body_ret,close_5d,max_5d,min_5d,close_10d,max_10d,min_10d,close_20d,max_20d,min_20d,close_60d,max_60d,min_60d
KOSPI_R20_LIQ_RETLOW030,simplified,post,2025-10-02,373220,LG에너지솔루션,KOSPI,전기전자,2025-10-16,2025-10-17,2025-11-05,0.11238461538461539,11238461.538461538,TRAIL_PROFIT_FLOOR_12,0.15664160401002505,0.3081967213114754,0.11198848065400152,extended_max,120,,0.9859154929577465,0.014084507042253521,0.0907911802853437,0.16224433388612494,2.779445106133115,367837000500.0,0.04326923076923077,0.18269230769230768,0.19230769230769232,-0.010817307692307692,0.13701923076923078,0.2668269230769231,-0.010817307692307692,0.11298076923076923,0.2668269230769231,-0.010817307692307692,,,
KOSPI_R20_LIQ_RETLOW030,simplified,post,2025-10-10,009150,삼성전기,KOSPI,전기전자,2025-10-17,2025-10-20,2025-11-05,0.1003653846153846,10036538.46153846,TRAIL_PROFIT_FLOOR_12,0.1672209026128266,0.5353756382202771,0.266546329723225,extended_max,120,,0.8888888888888888,0.1111111111111111,0.035,0.04247979251126835,1.09898840866133,118538550000.0,0.021634615384615384,0.0985576923076923,0.0985576923076923,-0.016826923076923076,0.16826923076923078,0.19230769230769232,-0.016826923076923076,0.036057692307692304,0.20432692307692307,-0.016826923076923076,,,
KOSPI_R20_LIQ_RETLOW030,simplified,post,2025-10-16,267260,HD현대일렉트릭,KOSPI,UNKNOWN,2025-10-23,2025-10-24,2025-11-07,0.08766666666666667,8766666.666666668,TRAIL_PROFIT_FLOOR_12,0.181021897810219,0.41821946169772256,0.2872108864842856,extended_max,120,,0.9027777777777778,0.09722222222222222,0.0858806404657933,0.1774919106621419,2.677278998617655,301535438000.0,0.04,0.16,0.224,-0.005333333333333333,0.09066666666666667,0.30133333333333334,-0.005333333333333333,0.0013333333333333333,0.30133333333333334,-0.005333333333333333,,,
KOSPI_R20_LIQ_RETLOW030,simplified,post,2025-10-16,004800,효성,KOSPI,UNKNOWN,2025-10-23,2025-10-24,2025-12-18,0.0878256880733945,8782568.80733945,TRAIL_PROFIT_FLOOR_12,0.20912547528517111,0.2939729397293973,0.21975728530571223,extended_max,120,,1.0,0.0,0.02862595419847328,0.1568385469764447,0.8304263481596827,4116235200.0,0.044036697247706424,0.16238532110091744,0.18623853211009175,-0.009174311926605505,0.22844036697247708,0.5110091743119266,-0.009174311926605505,0.12752293577981652,0.5596330275229358,-0.009174311926605505,,,
KOSPI_R20_LIQ_RETLOW030,simplified,post,2025-10-20,039490,키움증권,KOSPI,금융업,2025-10-27,2025-10-28,2025-12-09,-0.020241379310344827,-2024137.9310344825,MAX,0.1618705035971223,0.20869565217391303,0.21592955189934324,extended_max,120,,0.9142857142857143,0.08571428571428572,0.03880070546737213,0.13761467889908258,2.1353885172825855,101463201500.0,0.029310344827586206,0.0017241379310344827,0.11206896551724138,-0.017241379310344827,0.008620689655172414,0.11206896551724138,-0.06379310344827586,-0.07241379310344828,0.11206896551724138,-0.10862068965517241,,,
KOSPI_R20_LIQ_RETLOW030,simplified,post,2025-11-05,014680,한솔케미칼,KOSPI,UNKNOWN,2025-11-12,2025-11-13,2025-12-26,-0.005252252252252253,-525225.2252252253,MAX,0.17596371882086168,0.2592804111936037,0.13651982681602634,extended_max,120,,1.0,0.0,0.011235955056179775,0.03424500114916111,0.529428571811832,8880300000.0,0.02027027027027027,0.01126126126126126,0.07432432432432433,-0.0472972972972973,0.07657657657657657,0.08558558558558559,-0.07882882882882883,0.038288288288288286,0.14864864864864866,-0.07882882882882883,,,
KOSPI_R20_LIQ_RETLOW030,simplified,post,2025-11-10,353200,대덕전자,KOSPI,UNKNOWN,2025-11-17,2025-11-18,2026-05-19,1.6992132796780686,169921327.96780685,MAX,0.3668076109936575,1.0170575692963753,0.6072945573993318,extended_max,120,,0.9560439560439561,0.04395604395604396,0.05567010309278351,0.24302015052197135,0.7752592540012564,96293171200.0,0.022132796780684104,0.06438631790744467,0.0925553319919517,-0.0482897384305835,-0.04426559356136821,0.0925553319919517,-0.06338028169014084,-0.09456740442655935,0.0925553319919517,-0.10362173038229376,,,
KOSPI_R19_LIQ_RET_EXTREME_040_090,looser,pre,2020-05-06,035720,카카오,KOSPI,서비스업,2020-05-13,2020-05-14,2020-11-05,0.6775555555555556,67755555.55555555,MAX120,0.22556390977443608,0.20180722891566266,0.18245579373703455,extended_max,120,,1.0,0.0,0.02364066193853428,0.169954066468522,1.0200483493581876,241096132000.0,0.041666666666666664,0.09953703703703703,0.1111111111111111,-0.009259259259259259,0.2361111111111111,0.29398148148148145,-0.009259259259259259,0.22685185185185186,0.29398148148148145,-0.009259259259259259,0.6851851851851852,0.7777777777777778,-0.009259259259259259
KOSPI_R19_LIQ_RET_EXTREME_040_090,looser,pre,2020-05-22,336370,두산솔루스,KOSPI,UNKNOWN,2020-05-29,2020-06-01,2020-06-04,-0.063,-6300000.0,EARLY_FAIL_CLOSE,0.2289655172413793,0.3915547024952015,0.33341507525365544,extended_max,120,,1.0,0.0,0.06572164948453608,0.16832662287207742,0.6616435238663249,42058325500.0,0.03132530120481928,-0.03614457831325301,0.07951807228915662,-0.07349397590361446,-0.07590361445783132,0.0855421686746988,-0.13253012048192772,-0.1891566265060241,0.0855421686746988,-0.2036144578313253,-0.02891566265060241,0.1650602409638554,-0.20843373493975903
KOSPI_R19_LIQ_RET_EXTREME_040_090,looser,pre,2020-06-05,034730,SK,KOSPI,서비스업,2020-06-12,2020-06-15,2020-07-08,-0.123,-12300000.0,STOP,0.36186770428015563,0.3967391304347826,0.39471780028943565,extended_max,120,,1.0,0.0,0.13414634146341464,0.14862083161794978,1.863462200291682,362263086000.0,0.05190311418685121,0.01384083044982699,0.14878892733564014,-0.012110726643598616,0.01384083044982699,0.14878892733564014,-0.02768166089965398,-0.16089965397923875,0.14878892733564014,-0.17647058823529413,-0.26124567474048443,0.14878892733564014,-0.2906574394463668
KOSPI_R19_LIQ_RET_EXTREME_040_090,looser,pre,2020-06-10,014680,한솔케미칼,KOSPI,UNKNOWN,2020-06-17,2020-06-18,2020-06-30,0.1061703056768559,10617030.56768559,TRAIL_PROFIT_FLOOR_12,0.345,0.3761467889908257,0.36147038801906056,extended_max,120,,0.9166666666666666,0.08333333333333333,0.026905829596412557,0.05335786568537258,0.7088122605363986,8100188000.0,0.0611353711790393,0.1615720524017467,0.1703056768558952,-0.013100436681222707,0.14847161572052403,0.22707423580786026,-0.013100436681222707,0.34497816593886466,0.388646288209607,-0.013100436681222707,0.3318777292576419,0.5720524017467249,-0.013100436681222707
KOSPI_R19_LIQ_RET_EXTREME_040_090,looser,pre,2020-06-12,003670,포스코케미칼,KOSPI,화학,2020-06-19,2020-06-22,2020-08-03,0.028578947368421054,2857894.7368421056,MAX,0.18885448916408668,0.4484304932735426,0.2608158220024723,extended_max,120,,0.9636363636363636,0.03636363636363636,0.036834924965893585,0.21019108280254778,1.3015456666277618,99498136000.0,0.038157894736842106,0.003947368421052632,0.05921052631578947,-0.013157894736842105,0.02631578947368421,0.05921052631578947,-0.014473684210526316,-0.005263157894736842,0.09868421052631579,-0.03289473684210526,0.1618421052631579,0.34868421052631576,-0.07368421052631578
KOSPI_R19_LIQ_RET_EXTREME_040_090,looser,pre,2020-07-13,009830,한화솔루션,KOSPI,UNKNOWN,2020-07-20,2020-07-21,2020-09-25,0.3918412698412698,39184126.984126985,TRAIL_GB_30,0.2736625514403292,0.7419354838709677,0.42501099545521187,extended_max,120,,1.0,0.0,0.06903765690376569,0.2139208932177218,1.4834222011182714,134348313050.0,0.07539682539682539,0.013888888888888888,0.10912698412698413,-0.005952380952380952,0.07936507936507936,0.125,-0.007936507936507936,0.2757936507936508,0.3373015873015873,-0.007936507936507936,0.7142857142857143,1.0753968253968254,-0.007936507936507936
KOSPI_R19_LIQ_RET_EXTREME_040_090,looser,pre,2020-07-16,000910,유니온,KOSPI,UNKNOWN,2020-07-23,2020-07-24,2020-09-07,0.24325850340136054,24325850.340136055,MAX,0.276707530647986,0.9792027729636048,0.08379994305779634,extended_max,120,,1.0,0.0,0.09375,0.2935415319227571,8.519214887308713,163744693000.0,0.23809523809523808,0.22448979591836735,0.5102040816326531,-0.034013605442176874,0.29931972789115646,0.5102040816326531,-0.034013605442176874,0.1673469387755102,0.5102040816326531,-0.034013605442176874,-0.004081632653061225,0.5102040816326531,-0.058503401360544216
KOSPI_R19_LIQ_RET_EXTREME_040_090,looser,pre,2020-11-05,204320,만도,KOSPI,UNKNOWN,2020-11-12,2020-11-13,2021-02-10,0.7876403940886699,78764039.40886699,MAX,0.16191709844559585,0.2823920265780731,0.14438185591461608,extended_max,120,,0.98,0.02,0.04225352112676056,0.10838779956427015,1.1991901208845719,41959827800.0,0.10098522167487685,0.08866995073891626,0.14039408866995073,-0.009852216748768473,0.19088669950738915,0.19950738916256158,-0.009852216748768473,0.3078817733990148,0.47783251231527096,-0.009852216748768473,0.7906403940886699,1.1921182266009853,-0.009852216748768473
KOSPI_R19_LIQ_RET_EXTREME_040_090,looser,pre,2020-11-10,004270,남성,KOSPI,UNKNOWN,2020-11-17,2020-11-18,2020-11-19,0.11676047904191617,11676047.904191617,TRAIL_PROFIT_FLOOR_12,0.3831891223733004,0.48713235294117646,0.34043963327073906,extended_max,120,,1.0,0.0,0.11315789473684211,0.1337443044760118,1.0131930691879314,51526996290.0,0.029940119760479042,0.081437125748503,0.23592814371257484,-0.031137724550898204,0.1089820359281437,0.23592814371257484,-0.031137724550898204,0.07544910179640718,0.23592814371257484,-0.031137724550898204,-0.06227544910179641,0.23592814371257484,-0.16766467065868262
KOSPI_R19_LIQ_RET_EXTREME_040_090,looser,pre,2020-11-10,105840,우진,KOSPI,UNKNOWN,2020-11-17,2020-11-18,2020-12-02,-0.123,-12300000.0,STOP,0.37244348762109797,0.21437908496732025,0.18145785201042833,extended_max,120,,1.0,0.0,0.09165808444902163,0.14668974469926438,0.8243351234215328,12198564800.0,0.02091254752851711,-0.06749049429657794,0.08555133079847908,-0.07699619771863118,-0.1188212927756654,0.08555133079847908,-0.12167300380228137,-0.1806083650190114,0.08555133079847908,-0.19106463878326996,-0.23479087452471484,0.08555133079847908,-0.29277566539923955
KOSPI_R19_LIQ_RET_EXTREME_040_090,looser,pre,2020-11-11,030790,비케이탑스,KOSPI,UNKNOWN,2020-11-18,2020-11-19,2020-12-24,0.6897710843373493,68977108.43373494,TRAIL_GB_30,0.30042918454935624,0.34942084942084944,0.24622996122245822,extended_max,120,,1.0,0.0,0.10246433203631647,0.27906101873448197,3.8594916197608904,9899066000.0,0.2289156626506024,1.1204819277108433,1.427710843373494,0.0,1.1927710843373494,1.427710843373494,0.0,1.036144578313253,1.427710843373494,0.0,0.8433734939759037,1.427710843373494,0.0
KOSPI_R19_LIQ_RET_EXTREME_040_090,looser,pre,2020-11-26,005940,NH투자증권,KOSPI,UNKNOWN,2020-12-03,2020-12-04,2021-01-20,0.02343171806167401,2343171.806167401,MAX,0.1894273127753304,0.235038084874864,0.16509837467921307,extended_max,120,,1.0,0.0,0.017857142857142856,0.05059441526126624,1.0350558641851295,17223359400.0,0.039647577092511016,0.07488986784140969,0.07488986784140969,-0.004405286343612335,0.04405286343612335,0.07488986784140969,-0.004405286343612335,0.06167400881057269,0.10572687224669604,-0.030837004405286344,-0.02643171806167401,0.13656387665198239,-0.05286343612334802
KOSPI_R19_LIQ_RET_EXTREME_040_090,looser,pre,2020-11-30,023960,에쓰씨엔지니어링,KOSPI,UNKNOWN,2020-12-07,2020-12-08,2020-12-21,0.3311902313624679,33119023.13624679,TRAIL_GB_30,0.3522727272727273,0.375,0.24352331606217623,extended_max,120,,1.0,0.0,0.24848484848484848,1.1604614577871002,1.1343767272177931,6434904400.0,0.04113110539845758,0.7737789203084833,0.9254498714652957,0.0,0.30848329048843187,0.9254498714652957,0.0,0.8431876606683805,1.056555269922879,0.0,0.2133676092544987,1.3624678663239074,0.0
KOSPI_R19_LIQ_RET_EXTREME_040_090,looser,pre,2020-12-16,033240,자화전자,KOSPI,UNKNOWN,2020-12-23,2020-12-24,2021-01-27,0.11092405063291139,11092405.063291138,TRAIL_PROFIT_FLOOR_12,0.2206703910614525,0.4732510288065844,0.2082348970637867,extended_max,120,,1.0,0.0,0.04509283819628647,0.14568188426868275,1.0019352751327686,12686189300.0,0.05063291139240506,0.09113924050632911,0.17468354430379746,-0.020253164556962026,0.07088607594936709,0.17468354430379746,-0.020253164556962026,0.12658227848101267,0.28860759493670884,-0.020253164556962026,-0.1518987341772152,0.28860759493670884,-0.28860759493670884
KOSPI_R19_LIQ_RET_EXTREME_040_090,looser,pre,2020-12-23,001530,DI동일,KOSPI,UNKNOWN,2021-01-04,2021-01-05,2021-02-18,0.16046153846153846,16046153.846153846,MAX,0.3511450381679389,0.5197215777262181,0.4134656883901597,extended_max,120,,1.0,0.0,0.03666666666666667,0.2923332640764596,0.8326428838105189,5774181500.0,0.057692307692307696,0.041666666666666664,0.18269230769230768,-0.022435897435897436,0.08653846153846154,0.18269230769230768,-0.022435897435897436,0.20512820512820512,0.4423076923076923,-0.022435897435897436,0.08653846153846154,0.4423076923076923,-0.13141025641025642
KOSPI_R19_LIQ_RET_EXTREME_040_090,looser,pre,2020-12-24,000070,삼양홀딩스,KOSPI,UNKNOWN,2021-01-05,2021-01-06,2021-02-19,0.18198659517426274,18198659.517426275,MAX,0.16688918558077437,0.20806451612903226,0.14716017868538614,extended_max,120,,0.9444444444444444,0.05555555555555555,0.006756756756756757,0.05891549996446592,1.721421848160192,3385801500.0,0.03351206434316354,0.032171581769437,0.06166219839142091,-0.014745308310991957,0.11394101876675604,0.11394101876675604,-0.014745308310991957,0.19436997319034852,0.628686327077748,-0.014745308310991957,0.2292225201072386,0.628686327077748,-0.014745308310991957
KOSPI_R19_LIQ_RET_EXTREME_040_090,looser,pre,2021-01-05,006400,삼성SDI,KOSPI,전기전자,2021-01-12,2021-01-13,2021-02-26,-0.08972086720867209,-8972086.72086721,MAX,0.21137026239067055,0.5608646188850968,0.33781873141241286,extended_max,120,,0.9130434782608695,0.08695652173913043,0.019151846785225718,0.20833671235098533,1.8522009760501599,703679320000.0,0.02168021680216802,0.008130081300813009,0.04065040650406504,-0.044715447154471545,0.06910569105691057,0.10569105691056911,-0.044715447154471545,0.06097560975609756,0.10569105691056911,-0.044715447154471545,-0.11246612466124661,0.10840108401084012,-0.16937669376693767
KOSPI_R19_LIQ_RET_EXTREME_040_090,looser,pre,2021-01-11,034300,신세계건설,KOSPI,UNKNOWN,2021-01-18,2021-01-19,2021-01-22,-0.063,-6300000.0,EARLY_FAIL_CLOSE,0.2956381260096931,0.4036281179138322,0.30466856359995786,extended_max,120,,1.0,0.0,0.2430379746835443,0.6347594473114699,4.102655335976728,61992923500.0,0.10185185185185185,-0.1,0.16111111111111112,-0.10648148148148148,-0.07407407407407407,0.16111111111111112,-0.18796296296296297,-0.1111111111111111,0.16111111111111112,-0.18796296296296297,-0.10833333333333334,0.16111111111111112,-0.2462962962962963
KOSPI_R19_LIQ_RET_EXTREME_040_090,looser,pre,2021-01-14,011790,SKC,KOSPI,UNKNOWN,2021-01-21,2021-01-22,2021-02-22,0.11092405063291139,11092405.063291138,TRAIL_PROFIT_FLOOR_12,0.24,0.4403292181069959,0.21226115568896842,extended_max,120,,0.9444444444444444,0.05555555555555555,0.06278026905829596,0.17390658279260984,1.16081582685557,72699631500.0,0.02531645569620253,0.02109704641350211,0.12658227848101267,-0.029535864978902954,0.10126582278481013,0.1729957805907173,-0.029535864978902954,0.07172995780590717,0.20675105485232068,-0.029535864978902954,0.20253164556962025,0.2742616033755274,-0.11814345991561181
KOSPI_R19_LIQ_RET_EXTREME_040_090,looser,pre,2021-03-17,267270,현대건설기계,KOSPI,UNKNOWN,2021-03-24,2021-03-25,2021-04-30,0.1043558648111332,10435586.48111332,TRAIL_PROFIT_FLOOR_12,0.3703339882121807,0.43582510578279265,0.38371618866385754,extended_max,120,,0.9344262295081968,0.06557377049180328,0.05747126436781609,0.17251766886803382,0.8376618728303759,24572574400.0,0.03777335984095427,0.03578528827037773,0.14314115308151093,-0.017892644135188866,0.0536779324055666,0.14314115308151093,-0.017892644135188866,0.13518886679920478,0.16302186878727634,-0.02584493041749503,0.10934393638170974,0.3558648111332008,-0.02584493041749503
KOSPI_R19_LIQ_RET_EXTREME_040_090,looser,pre,2021-03-26,001380,SG충방,KOSPI,UNKNOWN,2021-04-02,2021-04-05,2021-04-12,0.08033333333333333,8033333.333333333,TRAIL_PROFIT_FLOOR_12,0.22037037037037038,0.30120481927710846,0.05982794151319872,extended_max,120,,1.0,0.0,0.2971698113207547,0.4749262536873156,7.507219265772777,231665886375.0,0.04830917874396135,0.08333333333333333,0.2028985507246377,-0.013285024154589372,0.050724637681159424,0.2028985507246377,-0.021739130434782608,-0.033816425120772944,0.2028985507246377,-0.10144927536231885,-0.10386473429951691,0.2028985507246377,-0.14492753623188406
KOSPI_R19_LIQ_RET_EXTREME_040_090,looser,pre,2021-03-29,138040,메리츠금융지주,KOSPI,금융업,2021-04-05,2021-04-06,2021-05-17,0.06474193548387097,6474193.548387097,TRAIL_PROFIT_FLOOR_12,0.2161290322580645,0.47619047619047616,0.35125317835088987,extended_max,120,,0.9285714285714286,0.07142857142857142,0.012779552715654952,0.07058426207362378,0.9602304477193387,3690529850.0,0.02258064516129032,0.035483870967741936,0.04516129032258064,-0.0032258064516129032,0.0935483870967742,0.1,-0.0032258064516129032,0.18387096774193548,0.19032258064516128,-0.0032258064516129032,0.3709677419354839,0.4096774193548387,-0.0032258064516129032
KOSPI_R19_LIQ_RET_EXTREME_040_090,looser,pre,2021-03-30,002240,고려제강,KOSPI,UNKNOWN,2021-04-06,2021-04-07,2021-05-03,0.10192505353319058,10192505.353319058,TRAIL_PROFIT_FLOOR_12,0.18037135278514588,0.2651006711409396,0.20267971076137808,extended_max,120,,1.0,0.0,0.03416856492027335,0.2311864406779661,1.1725317029639493,4608122700.0,0.027837259100642397,0.044967880085653104,0.1734475374732334,-0.027837259100642397,0.08993576017130621,0.1734475374732334,-0.027837259100642397,0.20770877944325483,0.2398286937901499,-0.027837259100642397,0.06423982869379015,0.34475374732334046,-0.027837259100642397
KOSPI_R19_LIQ_RET_EXTREME_040_090,looser,pre,2021-06-02,073240,금호타이어,KOSPI,UNKNOWN,2021-06-09,2021-06-10,2021-07-22,-0.02149217638691323,-2149217.638691323,MAX,0.39101338432122373,0.332484076433121,0.24640041308362967,extended_max,120,,0.8888888888888888,0.1111111111111111,0.08307692307692308,0.3211973350849207,2.4261787422975765,48664225280.0,0.049786628733997154,0.03556187766714083,0.112375533428165,-0.08250355618776671,0.10384068278805121,0.1465149359886202,-0.08250355618776671,-0.01422475106685633,0.18492176386913228,-0.08250355618776671,-0.1507823613086771,0.18492176386913228,-0.1906116642958748
KOSPI_R19_LIQ_RET_EXTREME_040_090,looser,pre,2021-06-18,000680,LS네트웍스,KOSPI,UNKNOWN,2021-06-25,2021-06-28,2021-07-05,0.09398275862068965,9398275.862068966,TRAIL_PROFIT_FLOOR_12,0.35900783289817234,0.34385964912280703,0.20813837337679414,extended_max,120,,1.0,0.0,0.2874493927125506,0.23319544984488108,13.686462432896993,121085143020.0,0.1875,0.09698275862068965,0.35560344827586204,-0.0021551724137931034,0.05387931034482758,0.35560344827586204,-0.0021551724137931034,-0.08189655172413793,0.35560344827586204,-0.09159482758620689,-0.16702586206896552,0.35560344827586204,-0.23060344827586207
KOSPI_R19_LIQ_RET_EXTREME_040_090,looser,pre,2021-08-05,034120,SBS,KOSPI,UNKNOWN,2021-08-12,2021-08-13,2021-09-30,0.0656456400742115,6564564.00742115,MAX,0.24537037037037038,0.8274111675126904,0.16571921997553424,extended_max,120,,0.88,0.12,0.031067961165048542,0.06019766397124888,0.8256829959528417,6852555000.0,0.0575139146567718,-0.029684601113172542,0.09090909090909091,-0.07328385899814471,-0.0575139146567718,0.09090909090909091,-0.08163265306122448,-0.016697588126159554,0.09090909090909091,-0.08812615955473098,-0.04823747680890538,0.14100185528756956,-0.09833024118738404
